BuildID,BuildType,FrameID,MotorID,PropellerID,ESCID,BatteryID,FlightControllerID,CompatibilityStatus,RecommendedUse
BLD-0584,5in Freestyle Build,FRM-0376,MTR-0180,PROP-0207,ESC-0255,BAT-0237,FC-0288,Compatible,Mapping / Survey
BLD-0585,Racing Build,FRM-0385,MTR-0125,PROP-0058,ESC-0076,BAT-0283,FC-0175,Compatible,Cinematic FPV
BLD-0586,Micro Whoop Build,FRM-0114,MTR-0025,PROP-0141,ESC-0014,BAT-0082,FC-0137,Compatible,Freestyle FPV
BLD-0587,3in Cinewhoop Build,FRM-0370,MTR-0060,PROP-0271,ESC-0153,BAT-0009,FC-0340,Compatible,Freestyle FPV
BLD-0588,Agriculture Scout Build,FRM-0450,MTR-0063,PROP-0026,ESC-0185,BAT-0236,FC-0319,Compatible,Cinematic FPV
BLD-0589,Agriculture Scout Build,FRM-0167,MTR-0118,PROP-0130,ESC-0252,BAT-0125,FC-0199,Compatible,Mapping / Survey
BLD-0590,Micro Whoop Build,FRM-0381,MTR-0042,PROP-0077,ESC-0082,BAT-0149,FC-0031,Compatible,Long Range FPV
BLD-0591,Racing Build,FRM-0173,MTR-0427,PROP-0195,ESC-0226,BAT-0283,FC-0050,Compatible,Agriculture Monitoring
BLD-0592,Micro Whoop Build,FRM-0471,MTR-0072,PROP-0249,ESC-0292,BAT-0140,FC-0045,Compatible,Freestyle FPV
BLD-0593,Racing Build,FRM-0349,MTR-0059,PROP-0239,ESC-0067,BAT-0242,FC-0247,Compatible,Freestyle FPV
BLD-0594,5in Freestyle Build,FRM-0438,MTR-0186,PROP-0127,ESC-0063,BAT-0215,FC-0343,Compatible,Cinematic FPV
BLD-0595,3in Cinewhoop Build,FRM-0195,MTR-0037,PROP-0289,ESC-0291,BAT-0243,FC-0098,Compatible,Freestyle FPV
BLD-0596,Racing Build,FRM-0296,MTR-0454,PROP-0244,ESC-0034,BAT-0030,FC-0187,Compatible,Long Range FPV
BLD-0597,Micro Whoop Build,FRM-0361,MTR-0469,PROP-0135,ESC-0129,BAT-0158,FC-0232,Compatible,Racing FPV
BLD-0598,Micro Whoop Build,FRM-0109,MTR-0386,PROP-0211,ESC-0258,BAT-0196,FC-0190,Compatible,Cinematic FPV
BLD-0599,3in Cinewhoop Build,FRM-0093,MTR-0456,PROP-0098,ESC-0203,BAT-0068,FC-0238,Compatible,Mapping / Survey
BLD-0600,Agriculture Scout Build,FRM-0164,MTR-0366,PROP-0152,ESC-0103,BAT-0039,FC-0333,Compatible,Long Range FPV
BLD-0601,3in Cinewhoop Build,FRM-0128,MTR-0148,PROP-0145,ESC-0166,BAT-0071,FC-0005,Compatible,Cinematic FPV
BLD-0602,7in Long Range Build,FRM-0414,MTR-0056,PROP-0117,ESC-0142,BAT-0272,FC-0174,Compatible,Racing FPV
BLD-0603,Mapping UAV Build,FRM-0362,MTR-0492,PROP-0125,ESC-0067,BAT-0069,FC-0026,Compatible,Long Range FPV
BLD-0604,3in Cinewhoop Build,FRM-0473,MTR-0110,PROP-0007,ESC-0232,BAT-0182,FC-0209,Compatible,Long Range FPV
BLD-0605,Micro Whoop Build,FRM-0184,MTR-0435,PROP-0042,ESC-0206,BAT-0279,FC-0161,Compatible,Long Range FPV
BLD-0606,3in Cinewhoop Build,FRM-0201,MTR-0139,PROP-0055,ESC-0299,BAT-0141,FC-0121,Compatible,Mapping / Survey
BLD-0607,Micro Whoop Build,FRM-0331,MTR-0350,PROP-0142,ESC-0191,BAT-0028,FC-0160,Compatible,Agriculture Monitoring
BLD-0608,3in Cinewhoop Build,FRM-0203,MTR-0497,PROP-0097,ESC-0220,BAT-0258,FC-0239,Compatible,Long Range FPV
BLD-0609,7in Long Range Build,FRM-0103,MTR-0477,PROP-0094,ESC-0098,BAT-0066,FC-0075,Compatible,Mapping / Survey
BLD-0610,Agriculture Scout Build,FRM-0189,MTR-0449,PROP-0192,ESC-0181,BAT-0238,FC-0297,Compatible,Cinematic FPV
BLD-0611,Mapping UAV Build,FRM-0384,MTR-0368,PROP-0250,ESC-0300,BAT-0255,FC-0061,Compatible,Cinematic FPV
BLD-0612,5in Freestyle Build,FRM-0239,MTR-0487,PROP-0143,ESC-0086,BAT-0234,FC-0163,Compatible,Mapping / Survey
BLD-0613,3in Cinewhoop Build,FRM-0414,MTR-0056,PROP-0029,ESC-0039,BAT-0142,FC-0108,Compatible,Long Range FPV
BLD-0614,Mapping UAV Build,FRM-0422,MTR-0275,PROP-0224,ESC-0227,BAT-0246,FC-0237,Compatible,Cinematic FPV
BLD-0615,Racing Build,FRM-0113,MTR-0040,PROP-0102,ESC-0178,BAT-0179,FC-0374,Compatible,Freestyle FPV
BLD-0616,7in Long Range Build,FRM-0287,MTR-0145,PROP-0152,ESC-0218,BAT-0145,FC-0312,Compatible,Long Range FPV
BLD-0617,Micro Whoop Build,FRM-0202,MTR-0014,PROP-0280,ESC-0166,BAT-0184,FC-0336,Compatible,Long Range FPV
BLD-0618,7in Long Range Build,FRM-0019,MTR-0255,PROP-0182,ESC-0235,BAT-0260,FC-0116,Compatible,Cinematic FPV
BLD-0619,Mapping UAV Build,FRM-0310,MTR-0412,PROP-0272,ESC-0064,BAT-0123,FC-0217,Compatible,Racing FPV
BLD-0620,Micro Whoop Build,FRM-0324,MTR-0091,PROP-0221,ESC-0147,BAT-0097,FC-0070,Compatible,Long Range FPV
BLD-0621,Micro Whoop Build,FRM-0187,MTR-0245,PROP-0099,ESC-0159,BAT-0108,FC-0313,Compatible,Agriculture Monitoring
BLD-0622,3in Cinewhoop Build,FRM-0382,MTR-0021,PROP-0263,ESC-0177,BAT-0229,FC-0092,Compatible,Racing FPV
BLD-0623,Racing Build,FRM-0109,MTR-0230,PROP-0089,ESC-0221,BAT-0095,FC-0162,Compatible,Racing FPV
BLD-0624,5in Freestyle Build,FRM-0478,MTR-0097,PROP-0036,ESC-0036,BAT-0009,FC-0303,Compatible,Long Range FPV
BLD-0625,5in Freestyle Build,FRM-0296,MTR-0171,PROP-0212,ESC-0167,BAT-0189,FC-0178,Compatible,Agriculture Monitoring
BLD-0626,Racing Build,FRM-0150,MTR-0036,PROP-0121,ESC-0133,BAT-0220,FC-0303,Compatible,Long Range FPV
BLD-0627,Agriculture Scout Build,FRM-0150,MTR-0344,PROP-0279,ESC-0241,BAT-0063,FC-0012,Compatible,Long Range FPV
BLD-0628,7in Long Range Build,FRM-0164,MTR-0403,PROP-0176,ESC-0084,BAT-0218,FC-0206,Compatible,Mapping / Survey
BLD-0629,Agriculture Scout Build,FRM-0227,MTR-0370,PROP-0238,ESC-0038,BAT-0296,FC-0149,Compatible,Long Range FPV
BLD-0630,7in Long Range Build,FRM-0056,MTR-0481,PROP-0200,ESC-0213,BAT-0216,FC-0041,Compatible,Racing FPV
BLD-0631,Agriculture Scout Build,FRM-0384,MTR-0438,PROP-0130,ESC-0180,BAT-0179,FC-0015,Compatible,Freestyle FPV
BLD-0632,Micro Whoop Build,FRM-0113,MTR-0005,PROP-0250,ESC-0034,BAT-0070,FC-0353,Compatible,Freestyle FPV
BLD-0633,Racing Build,FRM-0153,MTR-0134,PROP-0231,ESC-0254,BAT-0123,FC-0274,Compatible,Freestyle FPV
BLD-0634,Agriculture Scout Build,FRM-0081,MTR-0348,PROP-0029,ESC-0064,BAT-0204,FC-0003,Compatible,Mapping / Survey
BLD-0635,Micro Whoop Build,FRM-0208,MTR-0458,PROP-0082,ESC-0126,BAT-0225,FC-0276,Compatible,Long Range FPV
BLD-0636,3in Cinewhoop Build,FRM-0302,MTR-0481,PROP-0031,ESC-0121,BAT-0192,FC-0177,Compatible,Racing FPV
BLD-0637,3in Cinewhoop Build,FRM-0069,MTR-0156,PROP-0008,ESC-0071,BAT-0149,FC-0139,Compatible,Racing FPV
BLD-0638,Racing Build,FRM-0267,MTR-0491,PROP-0016,ESC-0214,BAT-0022,FC-0118,Compatible,Agriculture Monitoring
BLD-0639,Mapping UAV Build,FRM-0331,MTR-0087,PROP-0003,ESC-0258,BAT-0280,FC-0184,Compatible,Long Range FPV
BLD-0640,Mapping UAV Build,FRM-0480,MTR-0440,PROP-0228,ESC-0225,BAT-0010,FC-0196,Compatible,Agriculture Monitoring
BLD-0641,7in Long Range Build,FRM-0070,MTR-0035,PROP-0275,ESC-0137,BAT-0086,FC-0026,Compatible,Cinematic FPV
BLD-0642,Mapping UAV Build,FRM-0370,MTR-0230,PROP-0101,ESC-0286,BAT-0075,FC-0178,Compatible,Long Range FPV
BLD-0643,Racing Build,FRM-0088,MTR-0213,PROP-0231,ESC-0136,BAT-0142,FC-0347,Compatible,Cinematic FPV
BLD-0644,Agriculture Scout Build,FRM-0372,MTR-0020,PROP-0216,ESC-0021,BAT-0039,FC-0059,Compatible,Long Range FPV
BLD-0645,3in Cinewhoop Build,FRM-0089,MTR-0150,PROP-0125,ESC-0140,BAT-0291,FC-0341,Compatible,Cinematic FPV
BLD-0646,Agriculture Scout Build,FRM-0025,MTR-0040,PROP-0268,ESC-0158,BAT-0213,FC-0009,Compatible,Long Range FPV
BLD-0647,Micro Whoop Build,FRM-0087,MTR-0290,PROP-0267,ESC-0264,BAT-0234,FC-0254,Compatible,Long Range FPV
BLD-0648,5in Freestyle Build,FRM-0327,MTR-0257,PROP-0058,ESC-0059,BAT-0162,FC-0036,Compatible,Mapping / Survey
BLD-0649,Agriculture Scout Build,FRM-0363,MTR-0307,PROP-0235,ESC-0174,BAT-0270,FC-0130,Compatible,Racing FPV
BLD-0650,Micro Whoop Build,FRM-0210,MTR-0446,PROP-0173,ESC-0081,BAT-0185,FC-0351,Compatible,Freestyle FPV
BLD-0651,Mapping UAV Build,FRM-0399,MTR-0090,PROP-0286,ESC-0229,BAT-0164,FC-0069,Compatible,Agriculture Monitoring
BLD-0652,Mapping UAV Build,FRM-0367,MTR-0333,PROP-0118,ESC-0085,BAT-0217,FC-0162,Compatible,Mapping / Survey
BLD-0653,3in Cinewhoop Build,FRM-0194,MTR-0295,PROP-0161,ESC-0189,BAT-0017,FC-0047,Compatible,Cinematic FPV
BLD-0654,7in Long Range Build,FRM-0322,MTR-0020,PROP-0196,ESC-0264,BAT-0141,FC-0322,Compatible,Racing FPV
BLD-0655,Micro Whoop Build,FRM-0204,MTR-0283,PROP-0189,ESC-0293,BAT-0270,FC-0226,Compatible,Cinematic FPV
BLD-0656,Racing Build,FRM-0298,MTR-0005,PROP-0118,ESC-0231,BAT-0092,FC-0178,Compatible,Long Range FPV
BLD-0657,Agriculture Scout Build,FRM-0177,MTR-0053,PROP-0207,ESC-0128,BAT-0227,FC-0345,Compatible,Cinematic FPV
BLD-0658,Racing Build,FRM-0490,MTR-0306,PROP-0018,ESC-0025,BAT-0188,FC-0084,Compatible,Mapping / Survey
BLD-0659,Racing Build,FRM-0007,MTR-0126,PROP-0088,ESC-0223,BAT-0184,FC-0106,Compatible,Cinematic FPV
BLD-0660,Micro Whoop Build,FRM-0005,MTR-0464,PROP-0009,ESC-0297,BAT-0222,FC-0184,Compatible,Mapping / Survey
BLD-0661,3in Cinewhoop Build,FRM-0340,MTR-0285,PROP-0187,ESC-0252,BAT-0037,FC-0048,Compatible,Mapping / Survey
BLD-0662,3in Cinewhoop Build,FRM-0499,MTR-0330,PROP-0038,ESC-0041,BAT-0246,FC-0293,Compatible,Agriculture Monitoring
BLD-0663,Mapping UAV Build,FRM-0259,MTR-0230,PROP-0029,ESC-0117,BAT-0275,FC-0056,Compatible,Freestyle FPV
BLD-0664,Mapping UAV Build,FRM-0191,MTR-0407,PROP-0282,ESC-0062,BAT-0267,FC-0178,Compatible,Long Range FPV
BLD-0665,5in Freestyle Build,FRM-0214,MTR-0326,PROP-0204,ESC-0247,BAT-0082,FC-0064,Compatible,Mapping / Survey
BLD-0666,3in Cinewhoop Build,FRM-0148,MTR-0342,PROP-0132,ESC-0182,BAT-0200,FC-0159,Compatible,Cinematic FPV
BLD-0667,Mapping UAV Build,FRM-0424,MTR-0220,PROP-0098,ESC-0109,BAT-0039,FC-0378,Compatible,Long Range FPV
BLD-0668,7in Long Range Build,FRM-0372,MTR-0482,PROP-0118,ESC-0041,BAT-0212,FC-0363,Compatible,Freestyle FPV
BLD-0669,7in Long Range Build,FRM-0188,MTR-0232,PROP-0055,ESC-0122,BAT-0115,FC-0012,Compatible,Freestyle FPV
BLD-0670,7in Long Range Build,FRM-0376,MTR-0324,PROP-0297,ESC-0178,BAT-0177,FC-0100,Compatible,Agriculture Monitoring
BLD-0671,Agriculture Scout Build,FRM-0286,MTR-0465,PROP-0241,ESC-0224,BAT-0112,FC-0093,Compatible,Cinematic FPV
BLD-0672,5in Freestyle Build,FRM-0157,MTR-0333,PROP-0230,ESC-0062,BAT-0293,FC-0130,Compatible,Agriculture Monitoring
BLD-0673,Racing Build,FRM-0302,MTR-0294,PROP-0086,ESC-0026,BAT-0010,FC-0319,Compatible,Mapping / Survey
BLD-0674,Micro Whoop Build,FRM-0119,MTR-0355,PROP-0127,ESC-0114,BAT-0120,FC-0017,Compatible,Long Range FPV
BLD-0675,3in Cinewhoop Build,FRM-0082,MTR-0022,PROP-0228,ESC-0281,BAT-0278,FC-0044,Compatible,Freestyle FPV
BLD-0676,Racing Build,FRM-0087,MTR-0443,PROP-0169,ESC-0001,BAT-0120,FC-0179,Compatible,Cinematic FPV
BLD-0677,5in Freestyle Build,FRM-0205,MTR-0352,PROP-0043,ESC-0044,BAT-0078,FC-0356,Compatible,Freestyle FPV
BLD-0678,Agriculture Scout Build,FRM-0121,MTR-0078,PROP-0197,ESC-0062,BAT-0211,FC-0083,Compatible,Agriculture Monitoring
BLD-0679,Mapping UAV Build,FRM-0481,MTR-0351,PROP-0036,ESC-0069,BAT-0006,FC-0195,Compatible,Mapping / Survey
BLD-0680,7in Long Range Build,FRM-0445,MTR-0423,PROP-0013,ESC-0105,BAT-0090,FC-0105,Compatible,Racing FPV
BLD-0681,5in Freestyle Build,FRM-0320,MTR-0117,PROP-0184,ESC-0162,BAT-0258,FC-0204,Compatible,Racing FPV
BLD-0682,3in Cinewhoop Build,FRM-0168,MTR-0248,PROP-0126,ESC-0265,BAT-0184,FC-0139,Compatible,Mapping / Survey
BLD-0683,5in Freestyle Build,FRM-0149,MTR-0063,PROP-0213,ESC-0138,BAT-0085,FC-0216,Compatible,Racing FPV
BLD-0684,7in Long Range Build,FRM-0237,MTR-0412,PROP-0212,ESC-0183,BAT-0177,FC-0118,Compatible,Racing FPV
BLD-0685,Mapping UAV Build,FRM-0004,MTR-0173,PROP-0294,ESC-0223,BAT-0039,FC-0022,Compatible,Agriculture Monitoring
BLD-0686,3in Cinewhoop Build,FRM-0019,MTR-0365,PROP-0031,ESC-0230,BAT-0160,FC-0274,Compatible,Agriculture Monitoring
BLD-0687,Racing Build,FRM-0148,MTR-0228,PROP-0155,ESC-0086,BAT-0049,FC-0334,Compatible,Agriculture Monitoring
BLD-0688,Racing Build,FRM-0133,MTR-0347,PROP-0200,ESC-0148,BAT-0299,FC-0032,Compatible,Mapping / Survey
BLD-0689,Agriculture Scout Build,FRM-0117,MTR-0414,PROP-0218,ESC-0255,BAT-0270,FC-0212,Compatible,Long Range FPV
BLD-0690,3in Cinewhoop Build,FRM-0206,MTR-0185,PROP-0031,ESC-0122,BAT-0237,FC-0302,Compatible,Agriculture Monitoring
BLD-0691,Racing Build,FRM-0340,MTR-0395,PROP-0261,ESC-0292,BAT-0060,FC-0248,Compatible,Long Range FPV
BLD-0692,Mapping UAV Build,FRM-0273,MTR-0410,PROP-0234,ESC-0209,BAT-0239,FC-0146,Compatible,Agriculture Monitoring
BLD-0693,5in Freestyle Build,FRM-0387,MTR-0492,PROP-0196,ESC-0236,BAT-0143,FC-0055,Compatible,Cinematic FPV
BLD-0694,7in Long Range Build,FRM-0402,MTR-0425,PROP-0276,ESC-0139,BAT-0211,FC-0207,Compatible,Cinematic FPV
BLD-0695,7in Long Range Build,FRM-0146,MTR-0190,PROP-0213,ESC-0050,BAT-0170,FC-0273,Compatible,Cinematic FPV
BLD-0696,7in Long Range Build,FRM-0161,MTR-0495,PROP-0141,ESC-0086,BAT-0006,FC-0143,Compatible,Racing FPV
BLD-0697,5in Freestyle Build,FRM-0140,MTR-0331,PROP-0291,ESC-0005,BAT-0175,FC-0295,Compatible,Agriculture Monitoring
BLD-0698,Micro Whoop Build,FRM-0125,MTR-0188,PROP-0192,ESC-0018,BAT-0261,FC-0087,Compatible,Racing FPV
BLD-0699,Agriculture Scout Build,FRM-0186,MTR-0103,PROP-0207,ESC-0059,BAT-0207,FC-0237,Compatible,Cinematic FPV
BLD-0700,5in Freestyle Build,FRM-0440,MTR-0008,PROP-0254,ESC-0129,BAT-0155,FC-0345,Compatible,Freestyle FPV
BLD-0701,3in Cinewhoop Build,FRM-0155,MTR-0367,PROP-0263,ESC-0224,BAT-0142,FC-0057,Compatible,Cinematic FPV
BLD-0702,3in Cinewhoop Build,FRM-0019,MTR-0462,PROP-0256,ESC-0078,BAT-0257,FC-0203,Compatible,Mapping / Survey
BLD-0703,3in Cinewhoop Build,FRM-0022,MTR-0231,PROP-0161,ESC-0080,BAT-0007,FC-0162,Compatible,Mapping / Survey
BLD-0704,5in Freestyle Build,FRM-0243,MTR-0287,PROP-0223,ESC-0072,BAT-0154,FC-0132,Compatible,Mapping / Survey
BLD-0705,7in Long Range Build,FRM-0332,MTR-0231,PROP-0098,ESC-0295,BAT-0051,FC-0262,Compatible,Agriculture Monitoring
BLD-0706,Mapping UAV Build,FRM-0265,MTR-0170,PROP-0258,ESC-0251,BAT-0176,FC-0215,Compatible,Agriculture Monitoring
BLD-0707,Racing Build,FRM-0089,MTR-0462,PROP-0077,ESC-0297,BAT-0005,FC-0158,Compatible,Freestyle FPV
BLD-0708,Mapping UAV Build,FRM-0185,MTR-0294,PROP-0278,ESC-0162,BAT-0252,FC-0042,Compatible,Mapping / Survey
BLD-0709,3in Cinewhoop Build,FRM-0308,MTR-0277,PROP-0003,ESC-0068,BAT-0034,FC-0230,Compatible,Long Range FPV
BLD-0710,Racing Build,FRM-0146,MTR-0487,PROP-0097,ESC-0170,BAT-0239,FC-0203,Compatible,Long Range FPV
BLD-0711,7in Long Range Build,FRM-0003,MTR-0464,PROP-0248,ESC-0009,BAT-0236,FC-0188,Compatible,Racing FPV
BLD-0712,Agriculture Scout Build,FRM-0227,MTR-0025,PROP-0196,ESC-0297,BAT-0251,FC-0133,Compatible,Agriculture Monitoring
BLD-0713,Agriculture Scout Build,FRM-0325,MTR-0095,PROP-0286,ESC-0022,BAT-0063,FC-0148,Compatible,Agriculture Monitoring
BLD-0714,3in Cinewhoop Build,FRM-0284,MTR-0009,PROP-0293,ESC-0128,BAT-0288,FC-0330,Compatible,Cinematic FPV
BLD-0715,3in Cinewhoop Build,FRM-0386,MTR-0350,PROP-0185,ESC-0203,BAT-0137,FC-0194,Compatible,Mapping / Survey
BLD-0716,3in Cinewhoop Build,FRM-0049,MTR-0436,PROP-0298,ESC-0216,BAT-0160,FC-0222,Compatible,Long Range FPV
BLD-0717,Micro Whoop Build,FRM-0326,MTR-0480,PROP-0271,ESC-0098,BAT-0172,FC-0147,Compatible,Freestyle FPV
BLD-0718,Racing Build,FRM-0291,MTR-0019,PROP-0183,ESC-0136,BAT-0017,FC-0111,Compatible,Freestyle FPV
BLD-0719,Micro Whoop Build,FRM-0181,MTR-0346,PROP-0271,ESC-0227,BAT-0282,FC-0039,Compatible,Long Range FPV
BLD-0720,5in Freestyle Build,FRM-0446,MTR-0045,PROP-0092,ESC-0090,BAT-0227,FC-0034,Compatible,Cinematic FPV
BLD-0721,3in Cinewhoop Build,FRM-0164,MTR-0498,PROP-0235,ESC-0084,BAT-0175,FC-0276,Compatible,Racing FPV
BLD-0722,7in Long Range Build,FRM-0056,MTR-0219,PROP-0156,ESC-0062,BAT-0051,FC-0223,Compatible,Mapping / Survey
BLD-0723,Mapping UAV Build,FRM-0470,MTR-0369,PROP-0105,ESC-0062,BAT-0048,FC-0359,Compatible,Cinematic FPV
BLD-0724,7in Long Range Build,FRM-0079,MTR-0164,PROP-0006,ESC-0032,BAT-0167,FC-0212,Compatible,Mapping / Survey
BLD-0725,3in Cinewhoop Build,FRM-0348,MTR-0162,PROP-0148,ESC-0099,BAT-0295,FC-0247,Compatible,Agriculture Monitoring
BLD-0726,Mapping UAV Build,FRM-0452,MTR-0190,PROP-0011,ESC-0101,BAT-0274,FC-0055,Compatible,Freestyle FPV
BLD-0727,Racing Build,FRM-0358,MTR-0169,PROP-0046,ESC-0125,BAT-0249,FC-0255,Compatible,Cinematic FPV
BLD-0728,5in Freestyle Build,FRM-0186,MTR-0163,PROP-0256,ESC-0064,BAT-0234,FC-0309,Compatible,Mapping / Survey
BLD-0729,Micro Whoop Build,FRM-0218,MTR-0257,PROP-0037,ESC-0014,BAT-0240,FC-0017,Compatible,Freestyle FPV
BLD-0730,7in Long Range Build,FRM-0322,MTR-0279,PROP-0009,ESC-0035,BAT-0137,FC-0097,Compatible,Racing FPV
BLD-0731,Micro Whoop Build,FRM-0398,MTR-0105,PROP-0180,ESC-0154,BAT-0001,FC-0227,Compatible,Racing FPV
BLD-0732,Mapping UAV Build,FRM-0338,MTR-0060,PROP-0104,ESC-0175,BAT-0110,FC-0233,Compatible,Long Range FPV
BLD-0733,5in Freestyle Build,FRM-0308,MTR-0435,PROP-0213,ESC-0002,BAT-0031,FC-0357,Compatible,Cinematic FPV
BLD-0734,Micro Whoop Build,FRM-0418,MTR-0443,PROP-0170,ESC-0053,BAT-0069,FC-0119,Compatible,Freestyle FPV
BLD-0735,3in Cinewhoop Build,FRM-0164,MTR-0465,PROP-0059,ESC-0017,BAT-0286,FC-0115,Compatible,Mapping / Survey
BLD-0736,7in Long Range Build,FRM-0434,MTR-0028,PROP-0014,ESC-0155,BAT-0247,FC-0287,Compatible,Agriculture Monitoring
BLD-0737,Agriculture Scout Build,FRM-0060,MTR-0231,PROP-0035,ESC-0157,BAT-0057,FC-0012,Compatible,Agriculture Monitoring
BLD-0738,5in Freestyle Build,FRM-0228,MTR-0064,PROP-0117,ESC-0289,BAT-0225,FC-0151,Compatible,Racing FPV
BLD-0739,5in Freestyle Build,FRM-0242,MTR-0093,PROP-0023,ESC-0121,BAT-0215,FC-0312,Compatible,Racing FPV
BLD-0740,Micro Whoop Build,FRM-0246,MTR-0075,PROP-0267,ESC-0273,BAT-0146,FC-0284,Compatible,Agriculture Monitoring
BLD-0741,5in Freestyle Build,FRM-0171,MTR-0216,PROP-0217,ESC-0043,BAT-0162,FC-0063,Compatible,Racing FPV
BLD-0742,Racing Build,FRM-0031,MTR-0333,PROP-0128,ESC-0190,BAT-0071,FC-0122,Compatible,Long Range FPV
BLD-0743,5in Freestyle Build,FRM-0469,MTR-0228,PROP-0232,ESC-0282,BAT-0214,FC-0317,Compatible,Cinematic FPV
BLD-0744,3in Cinewhoop Build,FRM-0022,MTR-0077,PROP-0242,ESC-0165,BAT-0112,FC-0061,Compatible,Freestyle FPV
BLD-0745,Agriculture Scout Build,FRM-0272,MTR-0432,PROP-0031,ESC-0294,BAT-0274,FC-0100,Compatible,Agriculture Monitoring
BLD-0746,3in Cinewhoop Build,FRM-0284,MTR-0140,PROP-0004,ESC-0030,BAT-0039,FC-0145,Compatible,Long Range FPV
BLD-0747,Mapping UAV Build,FRM-0284,MTR-0245,PROP-0210,ESC-0238,BAT-0045,FC-0349,Compatible,Mapping / Survey
BLD-0748,Micro Whoop Build,FRM-0013,MTR-0423,PROP-0071,ESC-0131,BAT-0144,FC-0041,Compatible,Mapping / Survey
BLD-0749,Micro Whoop Build,FRM-0042,MTR-0235,PROP-0285,ESC-0263,BAT-0007,FC-0047,Compatible,Cinematic FPV
BLD-0750,Racing Build,FRM-0326,MTR-0250,PROP-0013,ESC-0005,BAT-0011,FC-0112,Compatible,Agriculture Monitoring
BLD-0751,Micro Whoop Build,FRM-0009,MTR-0083,PROP-0272,ESC-0034,BAT-0291,FC-0341,Compatible,Long Range FPV
BLD-0752,Micro Whoop Build,FRM-0495,MTR-0069,PROP-0169,ESC-0030,BAT-0036,FC-0111,Compatible,Racing FPV
BLD-0753,7in Long Range Build,FRM-0100,MTR-0074,PROP-0201,ESC-0014,BAT-0106,FC-0235,Compatible,Agriculture Monitoring
BLD-0754,Racing Build,FRM-0163,MTR-0456,PROP-0134,ESC-0215,BAT-0066,FC-0352,Compatible,Agriculture Monitoring
BLD-0755,Mapping UAV Build,FRM-0348,MTR-0257,PROP-0014,ESC-0032,BAT-0177,FC-0105,Compatible,Agriculture Monitoring
BLD-0756,3in Cinewhoop Build,FRM-0487,MTR-0033,PROP-0188,ESC-0080,BAT-0294,FC-0204,Compatible,Freestyle FPV
BLD-0757,Mapping UAV Build,FRM-0210,MTR-0023,PROP-0019,ESC-0128,BAT-0159,FC-0016,Compatible,Cinematic FPV
BLD-0758,Agriculture Scout Build,FRM-0380,MTR-0205,PROP-0248,ESC-0067,BAT-0255,FC-0293,Compatible,Agriculture Monitoring
BLD-0759,Agriculture Scout Build,FRM-0269,MTR-0394,PROP-0096,ESC-0297,BAT-0008,FC-0299,Compatible,Long Range FPV
BLD-0760,5in Freestyle Build,FRM-0376,MTR-0475,PROP-0192,ESC-0089,BAT-0232,FC-0127,Compatible,Freestyle FPV
BLD-0761,Racing Build,FRM-0225,MTR-0219,PROP-0189,ESC-0084,BAT-0265,FC-0316,Compatible,Racing FPV
BLD-0762,7in Long Range Build,FRM-0467,MTR-0351,PROP-0215,ESC-0076,BAT-0155,FC-0191,Compatible,Cinematic FPV
BLD-0763,Micro Whoop Build,FRM-0037,MTR-0016,PROP-0052,ESC-0074,BAT-0087,FC-0302,Compatible,Agriculture Monitoring
BLD-0764,7in Long Range Build,FRM-0070,MTR-0441,PROP-0134,ESC-0019,BAT-0116,FC-0049,Compatible,Mapping / Survey
BLD-0765,3in Cinewhoop Build,FRM-0213,MTR-0035,PROP-0157,ESC-0029,BAT-0124,FC-0082,Compatible,Long Range FPV
BLD-0766,3in Cinewhoop Build,FRM-0361,MTR-0049,PROP-0283,ESC-0118,BAT-0158,FC-0141,Compatible,Cinematic FPV
BLD-0767,7in Long Range Build,FRM-0075,MTR-0248,PROP-0059,ESC-0223,BAT-0107,FC-0363,Compatible,Long Range FPV
BLD-0768,Micro Whoop Build,FRM-0399,MTR-0006,PROP-0114,ESC-0297,BAT-0056,FC-0278,Compatible,Racing FPV
BLD-0769,5in Freestyle Build,FRM-0234,MTR-0174,PROP-0031,ESC-0052,BAT-0142,FC-0005,Compatible,Freestyle FPV
BLD-0770,Mapping UAV Build,FRM-0452,MTR-0127,PROP-0016,ESC-0014,BAT-0106,FC-0002,Compatible,Agriculture Monitoring
BLD-0771,Micro Whoop Build,FRM-0110,MTR-0051,PROP-0088,ESC-0110,BAT-0072,FC-0222,Compatible,Freestyle FPV
BLD-0772,3in Cinewhoop Build,FRM-0276,MTR-0376,PROP-0198,ESC-0149,BAT-0275,FC-0250,Compatible,Racing FPV
BLD-0773,Micro Whoop Build,FRM-0445,MTR-0308,PROP-0035,ESC-0175,BAT-0043,FC-0308,Compatible,Agriculture Monitoring
BLD-0774,Mapping UAV Build,FRM-0121,MTR-0091,PROP-0290,ESC-0121,BAT-0237,FC-0322,Compatible,Agriculture Monitoring
BLD-0775,Racing Build,FRM-0390,MTR-0275,PROP-0283,ESC-0182,BAT-0170,FC-0118,Compatible,Cinematic FPV
BLD-0776,3in Cinewhoop Build,FRM-0085,MTR-0307,PROP-0099,ESC-0015,BAT-0167,FC-0313,Compatible,Agriculture Monitoring
BLD-0777,Racing Build,FRM-0246,MTR-0192,PROP-0066,ESC-0261,BAT-0214,FC-0199,Compatible,Freestyle FPV
